//
// IDLE
//
//
	// Dual Wield
	xanim,pt_dw_prone_flinch_right
	xanim,pt_dw_prone_flinch_left
	xanim,pt_dw_prone_flinch_back
	xanim,pt_dw_prone_flinch_forward
	// Grenade
	xanim,pt_prone_flinch_grenade_back
	xanim,pt_prone_flinch_grenade_forward
	xanim,pt_prone_flinch_grenade_left
	xanim,pt_prone_flinch_grenade_right
	// Hold Items
	xanim,pt_hold_prone_flinch_back
	xanim,pt_hold_prone_flinch_forward
	xanim,pt_hold_prone_flinch_left
	xanim,pt_hold_prone_flinch_right
	// Pistol
	xanim,pt_prone_flinch_pistol_right
	xanim,pt_prone_flinch_pistol_back
	xanim,pt_prone_flinch_pistol_forward
	xanim,pt_prone_flinch_pistol_left
	// Rifle
	xanim,pt_prone_flinch_right
	xanim,pt_prone_flinch_left
	xanim,pt_prone_flinch_back
	xanim,pt_prone_flinch_forward
	// Remote Control
	xanim,pt_rc_prone_flinch_back
    xanim,pt_rc_prone_flinch_forward
    xanim,pt_rc_prone_flinch_left
    xanim,pt_rc_prone_flinch_right


//
// STUMBLE_FORWARD, STUMBLE_BACKWARD, STUMBLE_WALK_FORWARD, STUMBLE_WALK_BACKWARD
//
	// Grenade
	xanim,pb_stumble_grenade_back
	xanim,pb_stumble_grenade_forward
	xanim,pb_stumble_grenade_left
	xanim,pb_stumble_grenade_right
	// Pistol
	xanim,pb_stumble_pistol_back
	xanim,pb_stumble_pistol_forward
	xanim,pb_stumble_pistol_left
	xanim,pb_stumble_pistol_right
	xanim,pb_stumble_pistol_walk_back
	xanim,pb_stumble_pistol_walk_forward
	xanim,pb_stumble_pistol_walk_left
	xanim,pb_stumble_pistol_walk_right
	// Rifle
	xanim,pb_stumble_walk_right
	xanim,pb_stumble_walk_left
	xanim,pb_stumble_walk_back
	xanim,pb_stumble_walk_forward
	xanim,pb_stumble_right
	xanim,pb_stumble_left
	xanim,pb_stumble_back
	xanim,pb_stumble_forward
	// Hold Items
	xanim,pb_hold_stumble_walk_right	
	xanim,pb_hold_stumble_walk_left
	xanim,pb_hold_stumble_walk_forward
	xanim,pb_hold_stumble_walk_back
	xanim,pb_hold_stumble_right
	xanim,pb_hold_stumble_left
	xanim,pb_hold_stumble_forward
	xanim,pb_hold_stumble_back
	// Dual Wield
	xanim,pb_dw_stumble_walk_right	
	xanim,pb_dw_stumble_walk_left
	xanim,pb_dw_stumble_walk_forward
	xanim,pb_dw_stumble_walk_back
	xanim,pb_dw_stumble_right
	xanim,pb_dw_stumble_left
	xanim,pb_dw_stumble_forward
	xanim,pb_dw_stumble_back

//
// SHUFFLE
//

	xanim,pb_rifle_stand_shuffle_f
	xanim,pb_rifle_stand_shuffle_b
	xanim,pb_rifle_stand_shuffle_l
	xanim,pb_rifle_stand_shuffle_r

//
// WALK
//
	// Pistol
	xanim,pb_combatwalk_right_loop_pistol
	xanim,pb_combatwalk_left_loop_pistol
	xanim,pb_combatwalk_back_loop_pistol
	xanim,pb_combatwalk_forward_loop_pistol
	// None
	xanim,pb_stand_shoot_walk_forward_unarmed
	// Rifle
	xanim,pb_stand_shoot_walk_right
	xanim,pb_stand_shoot_walk_left
	xanim,pb_stand_shoot_walk_back
	xanim,pb_stand_shoot_walk_forward
	// Dual Wield
	xanim,pb_dw_walk_right
	xanim,pb_dw_walk_left
	xanim,pb_dw_walk_forward
	xanim,pb_dw_walk_back
	// Ballistic Knife
	xanim,pb_b_knife_walk_right
	xanim,pb_b_knife_walk_left
	xanim,pb_b_knife_walk_forward
	xanim,pb_b_knife_walk_back
	// RPG
	xanim,pb_walk_forward_RPG_ads
	xanim,pb_walk_back_RPG_ads
	xanim,pb_walk_left_RPG_ads
	xanim,pb_walk_right_RPG_ads
	// Minigun
	xanim,pb_minigun_stand_walk
	xanim,pb_minigun_stand_walk_back
	xanim,pb_minigun_stand_walk_left
	xanim,pb_minigun_stand_walk_right

// 
// WALK, WALKCR - LDS: Need Dual Wield, Hold Items
//
	// Pistol
	xanim,pb_crouch_walk_right_pistol
	xanim,pb_crouch_walk_left_pistol
	xanim,pb_crouch_walk_back_pistol
	xanim,pb_crouch_walk_forward_pistol
	// RPG
	xanim,pb_crouch_walk_right_RPG
	xanim,pb_crouch_walk_left_RPG
	xanim,pb_crouch_walk_forward_RPG
	xanim,pb_crouch_walk_back_RPG
	// None
	xanim,pb_crouch_walk_forward_unarmed
	// Rifle
	xanim,pb_crouch_shoot_run_right
	xanim,pb_crouch_shoot_run_left
	xanim,pb_crouch_shoot_run_back
	xanim,pb_crouch_shoot_run_forward

//
// WALKPRONE, WALKPRONEBK - LDS: Need RPG
//
	// Grenade
	xanim,pb_prone_grenade_crawl_back
	xanim,pb_prone_grenade_crawl_right
	xanim,pb_prone_grenade_crawl_left
	xanim,pb_prone_grenade_crawl
	// RPG
	xanim,pb_rpg_prone_crawl_backward
	xanim,pb_rpg_prone_crawl_forward
	xanim,pb_rpg_prone_crawl_left
	xanim,pb_rpg_prone_crawl_right
	// Pistol
	xanim,pb_prone_pistol_crawl_right
	xanim,pb_prone_pistol_crawl_left
	xanim,pb_prone_crawl_pistol_back
	xanim,pb_prone_crawl_pistol
	// Dual Wield
	xanim,pb_prone_dw_crawl_forward
	xanim,pb_prone_dw_crawl_back
	xanim,pb_prone_dw_crawl_left
	xanim,pb_prone_dw_crawl_right
	// Rifle
	xanim,pb_prone_crawl_back
	xanim,pb_prone_crawl_right
	xanim,pb_prone_crawl_left
	xanim,pb_prone_crawl
	// Hold Items
	xanim,pb_prone_crawl_hold
	xanim,pb_prone_crawl_back_hold
	xanim,pb_prone_crawl_left_hold
	xanim,pb_prone_crawl_right_hold
	// Last Stand
	xanim,pb_laststand_crawl_back
	xanim,pb_laststand_crawl_forward
	xanim,pb_laststand_crawl_left
	xanim,pb_laststand_crawl_right


// 
// SPRINT
//
	xanim,pb_sprint
	xanim,pb_sprint_RPG
	xanim,pb_dw_sprint
	xanim,pb_grenade_sprint
	xanim,pb_sprint_hold
	xanim,pb_sprint_pistol

//
// SWIM, SWIMBK
//
	xanim,p_swim_left
	xanim,p_swim_right
	xanim,p_swim_forward
	xanim,p_swim_tread

//
// RUN, RUNBK
//
	// Grenade
	xanim,pb_combatrun_back_loop_grenade
	xanim,pb_combatrun_right_loop_grenade
	xanim,pb_combatrun_left_loop_grenade
	xanim,pb_combatrun_forward_loop_stickgrenade
	// Pistol
	xanim,pb_pistol_run_fast
	xanim,pb_combatrun_right_loop_pistol
	xanim,pb_combatrun_left_loop_pistol
	xanim,pb_combatrun_back_loop_pistol
	xanim,pb_pistol_stand_run_slopeup
	xanim,pb_pistol_stand_run_slopedown
	// Rifle
	xanim,pb_combatrun_right_loop
	xanim,pb_combatrun_left_loop
	xanim,pb_combatrun_back_loop
	xanim,pb_combatrun_forward_loop
	xanim,pb_rifle_stand_run_slopeup
	xanim,pb_rifle_stand_run_slopedown
	// RPG
	xanim,pb_combatrun_forward_RPG
	xanim,pb_combatrun_back_RPG
	xanim,pb_combatrun_left_RPG
	xanim,pb_combatrun_right_RPG
	// Dual Wield
	xanim,pb_dw_run_right
	xanim,pb_dw_run_left
	xanim,pb_dw_run_forward
	xanim,pb_dw_run_back
	xanim,pb_dw_stand_run_slopeup
	xanim,pb_dw_stand_run_slopedown
	// Ballistic Knife
	xanim,pb_b_knife_run_right
	xanim,pb_b_knife_run_left
	xanim,pb_b_knife_run_forward
	xanim,pb_b_knife_run_back
	// Hold Items
	xanim,pb_hold_run
	xanim,pb_hold_run_back
	xanim,pb_hold_run_right
	xanim,pb_hold_run_left
	// Minigun
	xanim,pb_minigun_stand_run
	xanim,pb_minigun_stand_run_back
	xanim,pb_minigun_stand_run_left
	xanim,pb_minigun_stand_run_right


//
// RUNCR, RUNCRBK
//
	// Grenade
	xanim,pb_crouch_run_right_grenade
	xanim,pb_crouch_run_left_grenade
	xanim,pb_crouch_run_back_grenade
	xanim,pb_crouch_run_forward_grenade
	// Pistol
	xanim,pb_crouch_run_right_pistol
	xanim,pb_crouch_run_left_pistol
	xanim,pb_crouch_run_back_pistol
	xanim,pb_crouch_run_forward_pistol
	// Dual Wield
	xanim,pb_crouch_dw_run_right
	xanim,pb_crouch_dw_run_left
	xanim,pb_crouch_dw_run_forward
	xanim,pb_crouch_dw_run_back
	// Ballistic Knife
	xanim,pb_b_knife_crouch_run_right
	xanim,pb_b_knife_crouch_run_left
	xanim,pb_b_knife_crouch_run_forward
	xanim,pb_b_knife_crouch_run_back
	// Rifle
	xanim,pb_crouch_run_right
	xanim,pb_crouch_run_left
	xanim,pb_crouch_run_back
	xanim,pb_crouch_run_forward
	// RPG
	xanim,pb_crouch_run_back_RPG
	xanim,pb_crouch_run_forward_RPG
	xanim,pb_crouch_run_left_RPG
	xanim,pb_crouch_run_right_RPG
	// Hold Items
	xanim,pb_crouch_hold_run
	xanim,pb_crouch_hold_run_back
	xanim,pb_crouch_hold_run_left
	xanim,pb_crouch_hold_run_right
	// Minigun
	xanim,pb_minigun_crouch_run_forward
	xanim,pb_minigun_crouch_run_back
	xanim,pb_minigun_crouch_run_left
	xanim,pb_minigun_crouch_run_right
	
//
// CLIMBUP
//
	xanim,pb_climbup

//
// CLIMBDOWN
//
	xanim,pb_climbdown


//
// TURNLEFT, TURNRIGHT - LDS: Need RPG
//
	// Last Stand
	xanim,pb_laststand_turn_l90
	xanim,pb_laststand_turn_r90
	// Briefcase bomb
	xanim,pb_briefcase_stand_turn_l90
	xanim,pb_briefcase_stand_turn_r90
	// Hold Items
	xanim,pb_hold_turn_90left
	xanim,pb_hold_turn_90right
	// Dual Wield
	xanim,pb_dw_turn_90left			
	xanim,pb_dw_turn_90right
	// RPG
	xanim,pb_rpg_prone_turn90L
	xanim,pb_rpg_prone_turn90R
	xanim,pb_rpg_crouch_turn90L
	xanim,pb_rpg_crouch_turn90R
	xanim,pb_rpg_stand_turn90L
	xanim,pb_rpg_stand_turn90R
	// Pistol
	xanim,pb_pistol_turn_90left			
	xanim,pb_pistol_turn_90right
	// Grenade 
	xanim,pb_grenade_turn_90left			
	xanim,pb_grenade_turn_90right
	// Rifle
	xanim,pb_turn_90left
	xanim,pb_turn_90right
	// Minigun
	xanim,pb_minigun_stand_turn_90left
	xanim,pb_minigun_stand_turn_90right

//
// TURNLEFTCR, TURNRIGHTCR - LDS: Need RPG
//
	// Briefcase Bomb
	xanim,pb_briefcase_crouch_turn_l90
	xanim,pb_briefcase_crouch_turn_r90
	// Hold Items
	xanim,pb_hold_crouchturn_90left
	xanim,pb_hold_crouchturn_90right
	// Dual Wield
	xanim,pb_dw_crouchturn_90right
	xanim,pb_dw_crouchturn_90left
	// Pistol
	xanim,pb_pistol_crouchturn_90right
	xanim,pb_pistol_crouchturn_90left
	// Grenade
	xanim,pb_grenade_crouchturn_90right
	xanim,pb_grenade_crouchturn_90left
	// Rifle
	xanim,pb_crouchturn_90left
	xanim,pb_crouchturn_90right
	// Minigun
	xanim,pb_minigun_crouch_turn_90left
	xanim,pb_minigun_crouch_turn_90right

//
// TURNLEFTPRONE, TURNRIGHTPRONE
//
	// Briefcase Bomb
	xanim,pb_briefcase_prone_turn_l90
	xanim,pb_briefcase_prone_turn_r90
	// Hold Items
	xanim,pb_hold_prone_turn_90left
	xanim,pb_hold_prone_turn_90right
	// Dual Wield
	xanim,pb_dw_prone_turn_90left			
	xanim,pb_dw_prone_turn_90right
	// Pistol
	xanim,pb_pistol_prone_turn_90left			
	xanim,pb_pistol_prone_turn_90right
	// Grenade
	xanim,pb_grenade_prone_turn_90left			
	xanim,pb_grenade_prone_turn_90right
	// Rifle
	xanim,pb_prone_turn_90left
	xanim,pb_prone_turn_90right

//
// MANTLE
//
	xanim,mp_mantle_up_57
	xanim,mp_mantle_up_51
	xanim,mp_mantle_up_45
	xanim,mp_mantle_up_39
	xanim,mp_mantle_up_33
	xanim,mp_mantle_up_27
	xanim,mp_mantle_up_21
	xanim,mp_mantle_over_high
	xanim,mp_mantle_over_mid
	xanim,mp_mantle_over_low

//
// DTP_MOVE, DTP_TAKEOFF
//
	xanim,pb_dive_prone
	xanim,pb_dive_prone_pistol
	xanim,pb_hold_dive_prone
	xanim,pb_dw_dive_prone
	xanim,pb_rpg_dive_prone

//
// SLIDE_MOVE
//
	xanim,pb_terrain_slide

//
// FIREWEAPON - LDS: Sniper may need ADS for prone
//
	// Minigun 
	xanim,pt_minigun_stand_fire
	xanim,pt_minigun_crouch_fire
	// Pistol
	xanim,pt_stand_shoot_ads_pistol
	xanim,pt_stand_shoot_pistol
	xanim,pt_crouch_shoot_ads_pistol
	xanim,pt_crouch_shoot_pistol
	xanim,pt_prone_ads_shoot_pistol
	xanim,pt_prone_shoot_pistol
	// Autofire
	xanim,pt_prone_shoot_auto
	xanim,pt_prone_ads_shoot_auto
	xanim,pt_crouch_shoot_auto_ads
	xanim,pt_crouch_shoot_auto
	xanim,pt_stand_shoot_auto_ads
	xanim,pt_stand_shoot_auto
	// Default
	xanim,pt_prone_shoot
	xanim,pt_prone_ads_shoot
	xanim,pt_crouch_shoot_ads
	xanim,pt_crouch_shoot
	xanim,pt_stand_shoot_ads
	xanim,pt_stand_shoot
	// Sniper 
	xanim,pt_rifle_fire
	xanim,pt_rifle_fire_ads
	xanim,pt_rifle_fire_prone
	// Grenade
	xanim,pt_prone_grenade_throw
	xanim,pt_crouch_grenade_throw
	xanim,pt_grenade_stand_throw
	// RPG
	xanim,pt_stand_shoot_RPG
	xanim,pt_prone_shoot_RPG
	// Dual Wield
	xanim,pt_dw_botharms_fire
	xanim,pt_crouch_dw_botharms_fire
	xanim,pt_prone_dw_botharms_fire
	// Hold Items
	xanim,pt_hold_prone_throw
	xanim,pt_hold_throw
	// Other
	xanim,pt_stand_shoot_shotgun
	// Laststand
	xanim,pt_laststand_fire
	// Ballistic Knife
	xanim,pt_b_knife_stand_fire
	xanim,pt_b_knife_crouch_fire
	xanim,pt_b_knife_prone_fire
	//Hatchet
	xanim,pt_tomahawk_stand_throw
	xanim,pt_tomahawk_crouch_throw
	xanim,pt_tomahawk_prone_throw
	
//
// PRONE_TO_CROUCH
//
//
	// Briefcase Bomb
	xanim,pb_briefcase_prone2crouch
	// RPG
	xanim,pb_rpg_prone2crouch
	// Rifle
	xanim,pb_prone2crouch
	xanim,pb_prone2crouchrun
	xanim,pb_prone2crouchrun_back
	xanim,pb_prone2crouchrun_left
	xanim,pb_prone2crouchrun_right
	// Hold Items
	xanim,pb_hold_prone2crouch
	xanim,pb_hold_prone2crouchrun
	// Pistol
	xanim,pb_prone2crouch_pistol
	xanim,pb_prone2crouchrun_pistol
	// Grenade
	xanim,pb_grenade_prone2crouch
	xanim,pb_grenade_prone2crouchrun
	// Dual Wield
	xanim,pb_dw_prone2crouch
	xanim,pb_dw_prone2crouchrun
	
//
// PRONE_TO_STAND, PRONE_TO_SPRINT - LDS: need RPG
//
	// Grenade
	xanim,pb_grenade_prone2stand
	xanim,pb_grenade_prone2sprint
	// Dual Wield
	xanim,pb_dw_prone2stand
	xanim,pb_dw_prone2sprint
	// Rifle
	xanim,pb_prone2stand
	xanim,pb_prone2sprint
	// Hold Items
	xanim,pb_hold_prone2stand
	xanim,pb_hold_prone2sprint
	// Pistol
	xanim,pb_prone2stand_pistol
	xanim,pb_prone2sprint_pistol

//
// CROUCH_TO_PRONE - LDS: Possibly need RPG
//
	xanim,pb_briefcase_crouch2prone
	xanim,pb_rpg_crouch2prone
	xanim,pb_crouch2prone
	xanim,pb_hold_crouch2prone
	xanim,pb_crouch2prone_pistol
	xanim,pb_grenade_crouch2prone
	xanim,pb_dw_crouch2prone
	xanim,pb_tomahawk_crouch2prone

//
// CROUCH_TO_STAND - LDS: Need Grenade, possible need RPG
//
	xanim,pb_rifle_crouch2stand
	xanim,pb_pistol_crouch2stand
	xanim,pb_hold_crouch2stand
	xanim,pb_dw_crouch2stand

//
// STAND_TO_CROUCH - LDS: Need Grenade, possibly need RPG
//
	xanim,pb_rifle_stand2crouch
	xanim,pb_pistol_stand2crouch
	xanim,pb_hold_stand2crouch
	xanim,pb_dw_stand2crouch

//
// STAND_TO_LASTSTAND
//
	xanim,pb_stand2laststand


//
// CROUCH_TO_LASTSTAND
//
	xanim,pb_crouch2laststand

//
// PRONE_TO_LASTSTAND
//
	xanim,pb_prone2laststand

//
// LASTSTAND_TO_STAND
//
	xanim,pb_laststand2stand

//
// LASTSTAND_TO_CROUCH
//
	xanim,pb_laststand2crouch

//
// LASTSTAND_TO_PRONE
//
	xanim,pb_laststand2prone

//
// MELEEATTACK
//
	xanim,pt_melee_prone_pistol
	xanim,pt_melee_prone
	xanim,pt_melee_pistol_4
	xanim,pt_melee_pistol_3
	xanim,pt_melee_pistol_2
	xanim,pt_melee_pistol_1
	xanim,pt_melee_crouch_right2left
	xanim,pt_melee_crouch_left2right
	xanim,pt_melee_crouch_left2left
	xanim,pt_melee_left2right
	xanim,pt_melee_left2left_1
	xanim,pt_melee_right2left
	xanim,pt_melee_right2right_2
	xanim,pt_melee_right2right_1
	// Ballistic Knife
	xanim,pt_b_knife_stand_melee
	xanim,pt_b_knife_crouch_melee
	xanim,pt_b_knife_prone_melee

// 
// KNIFE_MELEE, KNIFE_MELEE_CHARGE - LDS: Need a swipe and stab for prone and crouch
//                                        for Hold and Dual Wield weapons
//
	// Hold Items
	xanim,pt_hold_melee_prone
	xanim,pt_melee_hold_2
	xanim,pt_melee_hold_1
	// Dual Wield
	xanim,pt_dw_stand_melee_swipe
	xanim,pt_dw_stand_melee_stick
	xanim,pt_dw_prone_melee
	// Last Stand
	xanim,p_revive_down_melee_swipe
	// Pistol
	xanim,p_knife_prone_pistol
	xanim,p_knife_prone_pistol_swipe
	xanim,p_knife_crouch_pistol
	xanim,p_knife_crouch_pistol_swipe
	xanim,p_knife_stand_pistol
	xanim,p_knife_stand_pistol_swipe
	// Rifle
	xanim,p_knife_prone_rifle
	xanim,p_knife_prone_rifle_swipe
	xanim,p_knife_crouch_rifle
	xanim,p_knife_crouch_rifle_swipe
	xanim,p_knife_stand_rifle
	xanim,p_knife_stand_rifle_swipe
	// RPG
	xanim,p_knife_prone_bazooka
	xanim,p_knife_prone_bazooka_swipe
	xanim,p_knife_crouch_bazooka
	xanim,p_knife_crouch_bazooka_swipe
	xanim,p_knife_stand_bazooka
	xanim,p_knife_stand_bazooka_swipe

//
// DROPWEAPON - LDS: May need a crouch putaway for Hold Items and RPG
//
	// Rifle
	xanim,pt_rifle_stand_putaway
	xanim,pt_rifle_crouch_putaway
	xanim,pt_rifle_prone_putaway
	// Hold Items
	xanim,pt_satchel_stand_putaway
	xanim,pt_satchel_prone_putaway
	// Pistol
	xanim,pt_pistol_stand_putaway
	xanim,pt_pistol_crouch_putaway
	xanim,pt_pistol_prone_putaway
	// RPG
	xanim,pt_rpg_stand_putaway
	xanim,pt_rpg_prone_putaway
	// Dual Wield
	xanim,pt_dw_full_putaway
	xanim,pt_crouch_dw_putaway
	xanim,pt_prone_dw_putaway
	// Minigun
	xanim,pt_minigun_stand_putaway
	xanim,pt_minigun_crouch_putaway
	// Remote Control
	xanim,pt_rc_stand_putaway
	xanim,pt_rc_crouch_putaway
	xanim,pt_rc_prone_putaway
	// Radio
	xanim,pt_radio_stand_putaway
	xanim,pt_radio_crouch_putaway
	xanim,pt_radio_prone_putaway

//
// RAISEWEAPON - LDS: Need a crouch putaway for Hold Items and RPG
//
	// Rifle
	xanim,pt_rifle_stand_raise
	xanim,pt_rifle_crouch_raise
	xanim,pt_rifle_prone_raise
	// Pistol
	xanim,pt_pistol_stand_raise
	xanim,pt_pistol_crouch_raise
	xanim,pt_pistol_prone_raise
	// Hold Items
	xanim,pt_satchel_stand_raise
	xanim,pt_satchel_prone_raise
	// RPG
	xanim,pt_rpg_stand_raise
	xanim,pt_rpg_prone_raise
	// Dual Wield
	xanim,pt_dw_full_pullout
	xanim,pt_crouch_dw_raise
	xanim,pt_prone_dw_raise
	// Minigun
	xanim,pt_minigun_stand_raise
	xanim,pt_minigun_crouch_raise
	// Remote Control
	xanim,pt_rc_stand_raise
	xanim,pt_rc_crouch_raise
	xanim,pt_rc_prone_raise
	// Radio
	xanim,pt_radio_stand_raise
	xanim,pt_radio_crouch_raise
	xanim,pt_radio_prone_raise
	// Hatchet
	xanim,pt_tomahawk_stand_pullout
	xanim,pt_tomahawk_crouch_pullout
	xanim,pt_tomahawk_prone_pullout

//
// RELOAD
//
	// Default
	xanim,pt_reload_prone_auto
	xanim,pt_reload_crouch_rifle
	xanim,pt_reload_stand_rifle
	// REARCLIP
	xanim,pt_rifle_stand_reload_rearclip
	xanim,pt_rifle_crouch_reload_rearclip
	xanim,pt_rifle_prone_reload_rearclip
	// GRIMREAPER
	xanim,pt_m202_prone_reload
	xanim,pt_m202_crouch_reload
	xanim,pt_m202_stand_reload
	// LMG
	xanim,pt_lmg_stand_reload
	xanim,pt_lmg_crouch_reload
	xanim,pt_lmg_prone_reload
	// G11
	xanim,pt_g11_stand_reload
	xanim,pt_g11_crouch_reload
	xanim,pt_g11_prone_reload
	// Spread
	xanim,pt_shot_stand_reload
	xanim,pt_shot_crouch_reload
	xanim,pt_shot_prone_reload
	// SMG
	xanim,pt_reload_stand_auto_mp40
	xanim,pt_reload_crouchwalk
	// MG
	xanim,pt_reload_stand_auto
	// Pistol
	xanim,pt_reload_prone_pistol
	xanim,pt_reload_stand_pistol
	xanim,pt_reload_crouch_pistol
	xanim,pt_reload_crouchwalk_pistol
	// Crossbow
	xanim,pt_crossbow_prone_reload
	xanim,pt_crossbow_crouch_reload
	xanim,pt_crossbow_stand_reload
	// RPG
	xanim,pt_reload_stand_RPG
	xanim,pt_reload_prone_RPG
	// Dual Wield
	xanim,pt_dw_botharms_reload
	xanim,pt_crouch_dw_botharms_reload
	xanim,pt_prone_dw_botharms_reload
	// Laststand
	xanim,pt_laststand_reload
	// Minigun
	xanim,pt_minigun_stand_reload
	xanim,pt_minigun_crouch_reload
	// Ballistic Knife
	xanim,pt_b_knife_stand_reload
	xanim,pt_b_knife_crouch_reload
	xanim,pt_b_knife_prone_reload

//
// JUMP, JUMPBK - LDS: Need runjumps for Hold Items and Dual Wield, need all jumps for RPG
//
	// Pistol
	xanim,pb_standjump_takeoff_pistol
	xanim,pb_runjump_takeoff_pistol
	// RPG
	xanim,pb_rpg_standjump_takeoff
	xanim,pb_rpg_runjump_takeoff
	// Grenade
	xanim,pb_grenade_standjump_takeoff
	xanim,pb_grenade_runjump_takeoff
	// Rifle
	xanim,pb_standjump_takeoff
	xanim,pb_runjump_takeoff
	// Hold Items
	xanim,pb_standjump_takeoff_satchel
	// Dual Wield
	xanim,pb_dw_standjump_takeoff
